airfoil,re,alpha_deg,cl,cd,cm,confidence
naca0010,50000.0,-6.0,-0.6622705921009371,0.029465164267125643,-0.007097833689416895,0.9904646324148123
naca0010,50000.0,-5.75,-0.6387002248120269,0.027766388893106963,-0.006022659709000616,0.9901037055056049
naca0010,50000.0,-5.5,-0.6150633970594447,0.026253302554144,-0.004814298946491399,0.989525053237035
naca0010,50000.0,-5.25,-0.59210311550407,0.02488622968295037,-0.0033282904124132466,0.9888374099637123
naca0010,50000.0,-5.0,-0.5706646438905962,0.023613487801716335,-0.0013580329650513588,0.9880779051379078
naca0010,50000.0,-4.75,-0.5515035732409909,0.02247294449174675,0.0012407308729128015,0.9871791834850433
naca0010,50000.0,-4.5,-0.5344838273601491,0.021586559527028048,0.004450033881327264,0.9860865586889709
naca0010,50000.0,-4.25,-0.5185247299821727,0.020995573878194902,0.008148018096751685,0.9848007665282896
naca0010,50000.0,-4.0,-0.5024377063924957,0.020633118215700103,0.012291594156588741,0.9832064930993379
naca0010,50000.0,-3.75,-0.4860580925075189,0.020427194307330455,0.01708568072591321,0.9811814440792521
naca0010,50000.0,-3.5,-0.4681559405117369,0.02042348396348384,0.022298744112738703,0.9789749333112713
naca0010,50000.0,-3.25,-0.4366314610348696,0.020740110673752043,0.025193284643312677,0.9774729371787347
naca0010,50000.0,-3.0,-0.37008778528206254,0.021251983887751045,0.020762676434653474,0.9775389123753073
naca0010,50000.0,-2.75,-0.2749917744818776,0.02152329977577166,0.009443414404990792,0.9787774344019494
naca0010,50000.0,-2.5,-0.18676348256914252,0.021273375670730194,-0.0020379404552602113,0.9802128604415851
naca0010,50000.0,-2.25,-0.1259435030366285,0.020677294233708697,-0.009361149546264375,0.9814522430167878
naca0010,50000.0,-2.0,-0.0904525352281183,0.02000505093701781,-0.012449400918374876,0.9825071179756306
naca0010,50000.0,-1.75,-0.0708012433005899,0.019386543443965894,-0.012740385301686906,0.9834004693146426
naca0010,50000.0,-1.5,-0.058923626778357406,0.018858874194900056,-0.011556381232333214,0.9841223946559134
naca0010,50000.0,-1.25,-0.04992882079725007,0.018428645920623776,-0.00973449379519394,0.984674097249444
naca0010,50000.0,-1.0,-0.04135336015741494,0.018092606495255775,-0.0077136104871908615,0.9850747236232579
naca0010,50000.0,-0.75,-0.032161711245938106,0.01784339649828668,-0.00569104830636034,0.9853509124170678
naca0010,50000.0,-0.5,-0.02208429946573257,0.017672692208727983,-0.0037346618845988996,0.9855281230970696
naca0010,50000.0,-0.25,-0.011252282239463304,0.01757337920698488,-0.001847077029070874,0.9856262016985902
naca0010,50000.0,0.0,2.2104331905296652e-16,0.0175408091362219,4.420797946728006e-17,0.9856575032208965
naca0010,50000.0,0.25,0.011252282239463415,0.01757337920698488,0.0018470770290707635,0.9856262016985902
naca0010,50000.0,0.5,0.02208429946573312,0.017672692208727983,0.0037346618845988996,0.9855281230970696
naca0010,50000.0,0.75,0.03216171124593871,0.01784339649828668,0.005691048306360428,0.9853509124170676
naca0010,50000.0,1.0,0.041353360157414996,0.018092606495255775,0.007713610487190882,0.9850747236232579
naca0010,50000.0,1.25,0.04992882079724969,0.0184286459206238,0.009734493795194083,0.984674097249444
naca0010,50000.0,1.5,0.058923626778357566,0.01885887419490008,0.011556381232333148,0.9841223946559132
naca0010,50000.0,1.75,0.07080124330058968,0.019386543443965912,0.01274038530168694,0.9834004693146424
naca0010,50000.0,2.0,0.0904525352281199,0.02000505093701781,0.0124494009183747,0.9825071179756308
naca0010,50000.0,2.25,0.1259435030366309,0.020677294233708735,0.009361149546263966,0.9814522430167878
naca0010,50000.0,2.5,0.1867634825691467,0.021273375670730215,0.0020379404552595924,0.9802128604415851
naca0010,50000.0,2.75,0.2749917744818817,0.021523299775771644,-0.009443414404991446,0.9787774344019496
naca0010,50000.0,3.0,0.370087785282065,0.021251983887751028,-0.020762676434653796,0.9775389123753073
naca0010,50000.0,3.25,0.43663146103487044,0.02074011067375207,-0.025193284643312733,0.9774729371787347
naca0010,50000.0,3.5,0.4681559405117375,0.02042348396348385,-0.022298744112738557,0.9789749333112715
naca0010,50000.0,3.75,0.4860580925075188,0.02042719430733049,-0.0170856807259131,0.9811814440792521
naca0010,50000.0,4.0,0.5024377063924962,0.020633118215700165,-0.012291594156588785,0.9832064930993379
naca0010,50000.0,4.25,0.5185247299821732,0.020995573878194913,-0.008148018096751818,0.9848007665282896
naca0010,50000.0,4.5,0.5344838273601497,0.021586559527028048,-0.004450033881327418,0.9860865586889709
naca0010,50000.0,4.75,0.5515035732409911,0.022472944491746756,-0.00124073087291268,0.9871791834850433
naca0010,50000.0,5.0,0.5706646438905963,0.023613487801716324,0.0013580329650513697,0.9880779051379078
naca0010,50000.0,5.25,0.5921031155040704,0.024886229682950334,0.003328290412413313,0.9888374099637123
naca0010,50000.0,5.5,0.615063397059445,0.026253302554143966,0.004814298946491443,0.9895250532370348
naca0010,50000.0,5.75,0.638700224812027,0.02776638889310689,0.006022659709000781,0.9901037055056049
naca0010,50000.0,6.0,0.6622705921009368,0.029465164267125563,0.007097833689417181,0.9904646324148123
naca0010,50000.0,6.25,0.6850517479646918,0.03134984810920888,0.008135696083702614,0.9905133451649382
naca0010,50000.0,6.5,0.7063286152939666,0.03341563200203517,0.009214000814894376,0.9901980126661778
naca0010,50000.0,6.75,0.7255580737632858,0.03567882395860433,0.010389402916256594,0.9894764812662847
naca0010,50000.0,7.0,0.7425187295989016,0.038181921281298214,0.011685781900669236,0.9882525865129663
naca0010,50000.0,7.25,0.7572924070861338,0.04099483687811802,0.013095180327983107,0.9862755878845367
naca0010,50000.0,7.5,0.7701281308163078,0.044219436758575016,0.014580770530199084,0.9829624070328108
naca0010,50000.0,7.75,0.7813336288600041,0.04797777363427516,0.016054568115978832,0.9770564612564671
naca0010,50000.0,8.0,0.7913080472434272,0.0523438863204877,0.01730680043310177,0.9659143950419177
naca0010,50000.0,8.25,0.8004049794771309,0.05719412695557312,0.0178333236403502,0.9440750921905134
naca0010,50000.0,8.5,0.8046064060382698,0.062353170330596994,0.016383036130261663,0.9018877084008547
naca0010,50000.0,8.75,0.7744906432540762,0.07058682611613887,0.010216782166831629,0.8326768582097824
naca0010,50000.0,9.0,0.6835473467540066,0.0879618174651699,-0.0017550639821957918,0.7646399909460029
naca0010,50000.0,9.25,0.6210444697136244,0.10294576643569499,-0.0125983032145345,0.7494252188105288
naca0010,50000.0,9.5,0.6067553471609856,0.10982162654910572,-0.019036586301740106,0.7703996283559498
naca0010,50000.0,9.75,0.6035328815715599,0.11502216367221568,-0.022582113473466052,0.7954461779162386
naca0010,50000.0,10.0,0.6026169330384504,0.12005457672727889,-0.02447239115450139,0.8163725330242806
naca0010,50000.0,10.25,0.6038909614398011,0.12472987630236525,-0.02549536178921177,0.8335187502443624
naca0010,50000.0,10.5,0.6070964527457768,0.128994138808798,-0.026128785261211988,0.8479360261045013
naca0010,50000.0,10.75,0.611635419509522,0.13292389405726535,-0.026639983970922192,0.8601637728756377
naca0010,50000.0,11.0,0.616952699637098,0.1366133926891793,-0.027169542012682284,0.8704374523979931
naca0010,50000.0,11.25,0.622662315456445,0.14013810656309814,-0.027783505041212055,0.8789173344215325
naca0010,50000.0,11.5,0.6285397334524312,0.1435512213212488,-0.028505942583118504,0.8857701081137813
naca0010,50000.0,11.75,0.6344753891760613,0.14688824905444767,-0.02933954585170772,0.8911764895975208
naca0010,50000.0,12.0,0.6404291345878601,0.15017239798772064,-0.030278040426841794,0.8953221675794127
naca0010,50000.0,12.25,0.646396596534977,0.15341903171500246,-0.03131316705872598,0.8983899501164468
naca0010,50000.0,12.5,0.6523878050439946,0.15663887846505298,-0.03243824300150395,0.9005545244635426
naca0010,50000.0,12.75,0.6584154283166515,0.15984002653095725,-0.0336496470818526,0.9019788349301437
naca0010,50000.0,13.0,0.6644895041540835,0.16302895118863425,-0.034947094084071095,0.9028118023528182
naca0010,50000.0,13.25,0.6706160251391408,0.16621090131563526,-0.03633325533018022,0.9031873648800148
naca0010,50000.0,13.5,0.6767974551934582,0.16938995826991937,-0.03781309865512156,0.9032246039861881
naca0010,50000.0,13.75,0.6830339053416,0.17256902650088787,-0.03939321732346942,0.9030285221901252
naca0010,50000.0,14.0,0.6893241976918714,0.1757499504826147,-0.04108134130563667,0.9026910247363491
naca0010,50000.0,14.25,0.6956664386138816,0.17893387057319146,-0.04288613641043379,0.9022917717846457
naca0010,50000.0,14.5,0.7020580363270577,0.18212183275966923,-0.04481729374037849,0.9018987243845811
naca0010,50000.0,14.75,0.7084953159132051,0.18531557848412694,-0.04688582299078521,0.9015683599257158
naca0010,50000.0,15.0,0.7149729757683132,0.18851839200638668,-0.049104420170837514,0.9013456619592926
naca0010,50000.0,15.25,0.7214836023721899,0.19173588599127084,-0.05148778964598416,0.9012640769840059
naca0010,50000.0,15.5,0.7280173683538431,0.1949766464364607,-0.05405284050372477,0.9013456550737934
naca0010,50000.0,15.75,0.7345619448715581,0.19825270829063402,-0.056818718859065864,0.9016015436465555
naca0010,50000.0,16.0,0.7411026008882405,0.20157987138948402,-0.0598066629748265,0.9020329026436857
naca0010,100000.0,-6.0,-0.6567946646197095,0.021549147955732442,-0.004222835539565658,0.9844749779586065
naca0010,100000.0,-5.75,-0.6350704489615883,0.020392297887963345,-0.0033476317831110268,0.9819473390889163
naca0010,100000.0,-5.5,-0.6141424560121553,0.019267596767661665,-0.0023817010129249796,0.9791241155132208
naca0010,100000.0,-5.25,-0.5936732861044377,0.01817823493637583,-0.001251853111052973,0.976461353343814
naca0010,100000.0,-5.0,-0.5733321517311057,0.017154310592267543,7.042391343631233e-05,0.9745525315824607
naca0010,100000.0,-4.75,-0.553123435428618,0.016203609065174616,0.0015591312300448764,0.9737320246898282
naca0010,100000.0,-4.5,-0.5331079075661648,0.015330532475820387,0.0032810596915417213,0.9737460034543587
naca0010,100000.0,-4.25,-0.5131113332553116,0.014615890061076714,0.005161819720567891,0.9740830232740575
naca0010,100000.0,-4.0,-0.4928642900140906,0.014111427632433678,0.0070513048377677835,0.974467916605425
naca0010,100000.0,-3.75,-0.4724538104890832,0.013764742067440877,0.008947498221810667,0.974785573028585
naca0010,100000.0,-3.5,-0.4516696092510795,0.013532151029509349,0.01093166245355927,0.9749127687564355
naca0010,100000.0,-3.25,-0.4303560345381544,0.013372543764304391,0.013114817975391886,0.9746078751280896
naca0010,100000.0,-3.0,-0.40934933654909383,0.013232407612069706,0.01560616026783118,0.9734954349302737
naca0010,100000.0,-2.75,-0.38988090053516106,0.01311187105442838,0.018463037003707928,0.9714600560446137
naca0010,100000.0,-2.5,-0.3712092595590336,0.013054344406921211,0.021426004256762644,0.9689695092117316
naca0010,100000.0,-2.25,-0.34760636179093507,0.013094832591575708,0.023275878594096175,0.9667924554889255
naca0010,100000.0,-2.0,-0.3114432831523138,0.013233564703683486,0.022338677813523188,0.9653677135913747
naca0010,100000.0,-1.75,-0.2625087547849835,0.013416473396457714,0.018467462988080486,0.9645946681053167
naca0010,100000.0,-1.5,-0.2081482678857424,0.013566122030888562,0.013119442208719774,0.9641568999115235
naca0010,100000.0,-1.25,-0.15597659946400333,0.01364434353701387,0.007851019162184029,0.9638376511482232
naca0010,100000.0,-1.0,-0.11069565535443877,0.013658222606714772,0.0036839277187174333,0.9635718037353554
naca0010,100000.0,-0.75,-0.07387507988223344,0.013632992375648292,0.0010329265876690016,0.9633640407637737
naca0010,100000.0,-0.5,-0.04468279479060909,0.013594465699428229,-0.00018803934371872067,0.9632229887141553
naca0010,100000.0,-0.25,-0.020949754466911708,0.013562880912328112,-0.00036324432693683354,0.9631446001306472
naca0010,100000.0,0.0,2.2104331905296652e-16,0.013550916990437967,6.631243474344124e-17,0.9631198767753869
naca0010,100000.0,0.25,0.02094975446691287,0.013562880912328122,0.00036324432693667883,0.9631446001306474
